timestamp,open,high,low,close,volume
0,98.00,100.00,97.50,99.00,1000000
1,95.00,97.00,94.50,96.00,950000
2,93.00,95.00,92.50,94.00,930000
3,91.00,93.00,90.50,92.00,910000
4,90.00,92.00,89.50,91.00,900000
5,91.00,93.00,90.50,92.00,910000
6,92.00,94.00,91.50,93.00,1000000
7,90.00,92.00,89.50,91.00,860000
8,89.00,91.00,88.50,90.00,840000
9,88.00,90.00,87.50,89.00,850000
10,91.00,96.00,90.00,95.00,2500000
11,93.00,95.00,92.00,94.00,1000000
12,93.00,95.00,92.00,94.00,1000000
13,93.00,95.00,92.00,94.00,1000000
14,93.00,95.00,92.00,94.00,1000000
15,93.00,95.00,92.00,94.00,1000000
16,93.00,95.00,92.00,94.00,1000000
17,93.00,95.00,92.00,94.00,1000000
18,93.00,95.00,92.00,94.00,1000000
19,93.00,95.00,92.00,94.00,1000000
20,93.00,95.00,92.00,94.00,1000000
21,93.00,95.00,92.00,94.00,1000000
22,93.00,95.00,92.00,94.00,1000000
23,93.00,95.00,92.00,94.00,1000000
24,93.00,95.00,92.00,94.00,1000000
25,93.00,95.00,92.00,94.00,1000000
26,93.00,95.00,92.00,94.00,1000000
27,93.00,95.00,92.00,94.00,1000000
28,93.00,95.00,92.00,94.00,1000000
29,93.00,95.00,92.00,94.00,1000000
30,93.00,95.00,92.00,94.00,1000000
31,93.00,95.00,92.00,94.00,1000000
32,93.00,95.00,92.00,94.00,1000000
33,93.00,95.00,92.00,94.00,1000000
34,93.00,95.00,92.00,94.00,1000000
35,93.00,95.00,92.00,94.00,1000000
36,93.00,95.00,92.00,94.00,1000000
37,93.00,95.00,92.00,94.00,1000000
38,93.00,95.00,92.00,94.00,1000000
39,93.00,95.00,92.00,94.00,1000000
40,93.00,95.00,92.00,94.00,1000000
41,93.00,95.00,92.00,94.00,1000000
42,93.00,95.00,92.00,94.00,1000000
43,93.00,95.00,92.00,94.00,1000000
44,93.00,95.00,92.00,94.00,1000000
45,93.00,95.00,92.00,94.00,1000000
46,93.00,95.00,92.00,94.00,1000000
47,93.00,95.00,92.00,94.00,1000000
48,93.00,95.00,92.00,94.00,1000000
49,93.00,95.00,92.00,94.00,1000000
50,93.00,95.00,92.00,94.00,1000000
51,93.00,95.00,92.00,94.00,1000000
52,93.00,95.00,92.00,94.00,1000000
53,93.00,95.00,92.00,94.00,1000000
54,93.00,95.00,92.00,94.00,1000000
55,93.00,95.00,92.00,94.00,1000000
56,93.00,95.00,92.00,94.00,1000000
57,93.00,95.00,92.00,94.00,1000000
58,93.00,95.00,92.00,94.00,1000000
59,93.00,95.00,92.00,94.00,1000000
60,93.00,95.00,92.00,94.00,1000000
61,93.00,95.00,92.00,94.00,1000000
62,93.00,95.00,92.00,94.00,1000000
63,93.00,95.00,92.00,94.00,1000000
64,93.00,95.00,92.00,94.00,1000000
65,93.00,95.00,92.00,94.00,1000000
66,93.00,95.00,92.00,94.00,1000000
67,93.00,95.00,92.00,94.00,1000000
68,93.00,95.00,92.00,94.00,1000000
69,93.00,95.00,92.00,94.00,1000000
70,93.00,95.00,92.00,94.00,1000000
71,93.00,95.00,92.00,94.00,1000000
72,93.00,95.00,92.00,94.00,1000000
73,93.00,95.00,92.00,94.00,1000000
74,93.00,95.00,92.00,94.00,1000000
75,93.00,95.00,92.00,94.00,1000000
76,93.00,95.00,92.00,94.00,1000000
77,93.00,95.00,92.00,94.00,1000000
78,93.00,95.00,92.00,94.00,1000000
79,93.00,95.00,92.00,94.00,1000000
80,93.00,95.00,92.00,94.00,1000000
81,93.00,95.00,92.00,94.00,1000000
82,93.00,95.00,92.00,94.00,1000000
83,93.00,95.00,92.00,94.00,1000000
84,93.00,95.00,92.00,94.00,1000000
85,93.00,95.00,92.00,94.00,1000000
86,93.00,95.00,92.00,94.00,1000000
87,93.00,95.00,92.00,94.00,1000000
88,93.00,95.00,92.00,94.00,1000000
89,93.00,95.00,92.00,94.00,1000000
90,93.00,95.00,92.00,94.00,1000000
91,93.00,95.00,92.00,94.00,1000000
92,93.00,95.00,92.00,94.00,1000000
93,93.00,95.00,92.00,94.00,1000000
94,93.00,95.00,92.00,94.00,1000000
95,93.00,95.00,92.00,94.00,1000000
96,93.00,95.00,92.00,94.00,1000000
97,93.00,95.00,92.00,94.00,1000000
98,93.00,95.00,92.00,94.00,1000000
99,93.00,95.00,92.00,94.00,1000000
100,93.00,95.00,92.00,94.00,1000000
101,93.00,95.00,92.00,94.00,1000000
102,93.00,95.00,92.00,94.00,1000000
103,93.00,95.00,92.00,94.00,1000000
104,93.00,95.00,92.00,94.00,1000000
105,93.00,95.00,92.00,94.00,1000000
106,93.00,95.00,92.00,94.00,1000000
107,93.00,95.00,92.00,94.00,1000000
108,93.00,95.00,92.00,94.00,1000000
109,93.00,95.00,92.00,94.00,1000000
110,93.00,95.00,92.00,94.00,1000000
